% Model:              2DEG_FEM__final.mph
% Version:            COMSOL 5.1.0.234
% Date:               Mar 8 2017, 11:27
% Dimension:          1
% Nodes:              18001
% Expressions:        1
% Description:        Line graph
% x                       Height
0                         44.3671653772055
5.555555555555527E-5      44.36890501040987
1.1111111111111053E-4     44.3746731187393
1.6666666666666582E-4     44.38446985348555
2.2222222222222107E-4     44.3982954545877
2.7777777777777637E-4     44.41615024243521
3.333333333333316E-4      44.43803460639427
3.888888888888869E-4      44.46394899013653
4.4444444444444213E-4     44.493893873868345
4.999999999999974E-4      44.52782994031333
5.555555555555526E-4      44.56521410351145
6.111111111111081E-4      44.60666710305169
6.666666666666633E-4      44.65214947710183
7.222222222222185E-4      44.70166147819582
7.777777777777738E-4      44.75520322742657
8.333333333333293E-4      44.812774680024745
8.888888888888843E-4      44.87437558928589
9.444444444444398E-4      44.94000546908327
9.999999999999948E-4      45.00964115748396
0.0010555555555555503     45.08269683336087
0.0011111111111111053     45.15979480494884
0.0011666666666666607     45.24091071449113
0.001222222222222216      45.32604215997485
0.0012777777777777711     45.415186257698586
0.0013333333333333263     45.50833960292074
0.0013888888888888818     45.60549823111814
0.0014444444444444372     45.70665758008326
0.0014999999999999924     45.81176517045884
0.0015555555555555477     45.9201933934546
0.0016111111111111029     46.03264111092569
0.0016666666666666585     46.149053483603986
0.0017222222222222138     46.26942219139242
0.001777777777777769      46.39373812364376
0.0018333333333333244     46.52199135423096
0.0018888888888888796     46.65417111891937
0.001944444444444435      46.79026579512606
0.0019999999999999905     46.93028443354505
0.0020555555555555457     47.07342881695458
0.0021111111111111014     47.22041004922099
0.002166666666666656      47.37123420600004
0.0022222222222222114     47.52588490607943
0.002277777777777767      47.68434485737777
0.002333333333333322      47.84659585623509
0.0023888888888888775     48.012618789308995
0.002444444444444433      48.182393638053114
0.002499999999999988      48.3558471916825
0.002555555555555543      48.5322426322163
0.002611111111111099      48.71236240370196
0.002666666666666654      48.89613053858895
0.0027222222222222097     49.0835225316387
0.002777777777777765      49.27451306450515
0.0028333333333333197     49.469076026276674
0.0028888888888888753     49.66718453576665
0.002944444444444431      49.86881096545666
0.0029999999999999858     50.07401964168265
0.003055555555555541      50.28167343930614
0.0031111111111110966     50.4926415601395
0.003166666666666652      50.70698628252938
0.003222222222222207      50.92467662604533
0.0032777777777777627     51.14568105692163
0.0033333333333333175     51.36996751949943
0.0033888888888888727     51.59750346815548
0.003444444444444429      51.828255899619144
0.0034999999999999836     52.062259425597375
0.0035555555555555392     52.29852547000289
0.003611111111111094      52.537823696762516
0.0036666666666666497     52.78018772701607
0.0037222222222222053     53.02558285866721
0.003777777777777761      53.27397413816583
0.0038333333333333153     53.52532639210989
0.003888888888888871      53.779604258311096
0.0039444444444444275     54.0367722163402
0.003999999999999982      54.29653922988744
0.004055555555555538      54.55806228086505
0.004111111111111092      54.82260601303186
0.0041666666666666475     55.08987935002355
0.004222222222222204      55.35984659744531
0.004277777777777759      55.63247208081175
0.004333333333333313      55.90772017040025
0.004388888888888869      56.18555530516313
0.004444444444444425      56.46594201574464
0.00449999999999998       56.74886227933022
0.004555555555555535      57.03300933070796
0.00461111111111109       57.31956605073472
0.004666666666666645      57.60851514602277
0.004722222222222201      57.89982218847836
0.004777777777777756      58.19345296479234
0.004833333333333311      58.48937349233011
0.004888888888888866      58.78755003407367
0.0049444444444444215     59.08794911269835
0.004999999999999977      59.39081009241628
0.005055555555555533      59.69466182341031
0.005111111111111088      60.000351128077526
0.005166666666666644      60.30811849984961
0.0052222222222222        60.6179321812359
0.0052777777777777545     60.9297607411796
0.005333333333333309      61.24357308300671
0.005388888888888864      61.55933845162271
0.005444444444444421      61.87702644006038
0.0054999999999999745     62.196925032463284
0.005555555555555531      62.51749634418165
0.005611111111111085      62.839571681488266
0.00566666666666664       63.163440348294756
0.005722222222222195      63.489073980979725
0.0057777777777777515     63.816444588117875
0.005833333333333306      64.14552455272201
0.005888888888888862      64.47628663382494
0.005944444444444417      64.80870396769996
0.005999999999999972      65.14268805452062
0.0060555555555555285     65.47712434348998
0.0061111111111110845     65.81319112756073
0.006166666666666639      66.15080123033503
0.006222222222222194      66.48992986410653
0.00627777777777775       66.83055261460798
0.0063333333333333046     67.17264543955251
0.006388888888888861      67.51618466686814
0.006444444444444416      67.86114699265777
0.00649999999999997       68.20735218184579
0.006555555555555526      68.55371166481576
0.0066111111111110815     68.90157626128277
0.006666666666666637      69.25076699525175
0.006722222222222192      69.60126253959805
0.006777777777777747      69.95304191574972
0.006833333333333302      70.30608449022853
0.006888888888888858      70.66036997114911
0.006944444444444414      71.01587840456362
0.006999999999999968      71.37282219153545
0.007055555555555524      71.72956245568665
0.00711111111111108       72.08722798269555
0.007166666666666636      72.44603233462327
0.007222222222222191      72.80595736755727
0.007277777777777745      73.1669852482481
0.0073333333333333        73.52909844999817
0.0073888888888888555     73.89227974841074
0.007444444444444411      74.25651221714743
0.007499999999999966      74.62197703196519
0.00755555555555552       74.9872859394073
0.007611111111111077      75.35339470074203
0.007666666666666632      75.72048546275218
0.0077222222222221885     76.08854283805712
0.007777777777777742      76.45755170899139
0.007833333333333298      76.82749722350628
0.007888888888888853      77.19836479083065
0.00794444444444441       77.57014007726808
0.007999999999999965      77.94257156581673
0.00805555555555552       78.3146719588159
0.008111111111111076      78.68787223162246
0.008166666666666633      79.06192170015946
0.008222222222222188      79.43680735057502
0.008277777777777742      79.81251639909145
0.008333333333333297      80.1890362880061
0.008388888888888852      80.56635468175817
0.008444444444444409      80.94445946309439
0.008499999999999964      81.32348466738341
